Unnamed: 0,Date,AveragePrice,TotalVolume,type,year,region,season
5,2/18/18,1.23,4082887.98,conventional,2018,Salman Steak,Spring
6,2/11/18,0.97,5141310.45,conventional,2018,Salman Steak,Spring
7,2/4/18,0.95,7516415.07,conventional,2018,Salman Steak,Spring
8,1/28/18,1.27,4199974.24,conventional,2018,Salman Steak,Winter
9,1/21/18,1.14,4954059.33,conventional,2018,Salman Steak,Winter
10,1/14/18,1.31,4198992.14,conventional,2018,Salman Steak,Winter
11,1/7/18,1.14,4544750.92,conventional,2018,Salman Steak,Winter
0,3/25/18,0.93,7667064.46,conventional,2018,Pan Roast Oysters,Spring
1,3/18/18,0.99,7254940.65,conventional,2018,Pan Roast Oysters,Spring
2,3/11/18,1.0,6906412.5,conventional,2018,Pan Roast Oysters,Spring
3,3/4/18,0.96,7371498.76,conventional,2018,Pan Roast Oysters,Spring
4,2/25/18,0.97,7408451.31,conventional,2018,Pan Roast Oysters,Spring
5,2/18/18,0.98,6783106.02,conventional,2018,Pan Roast Oysters,Spring
6,2/11/18,0.93,7463494.79,conventional,2018,Pan Roast Oysters,Spring
7,2/4/18,0.83,10565056.41,conventional,2018,Pan Roast Oysters,Spring
8,1/28/18,1.01,7007265.31,conventional,2018,Pan Roast Oysters,Winter
9,1/21/18,1.04,7053820.12,conventional,2018,Pan Roast Oysters,Winter
10,1/14/18,1.05,7577456.14,conventional,2018,Pan Roast Oysters,Winter
11,1/7/18,1.08,6358768.95,conventional,2018,Pan Roast Oysters,Winter
0,3/25/18,0.84,965185.06,conventional,2018,Chicken and Ham Pie,Spring
1,3/18/18,0.88,855251.17,conventional,2018,Chicken and Ham Pie,Spring
2,3/11/18,0.94,897607.12,conventional,2018,Chicken and Ham Pie,Spring
3,3/4/18,0.88,935934.1,conventional,2018,Chicken and Ham Pie,Spring
4,2/25/18,0.88,895671.55,conventional,2018,Chicken and Ham Pie,Spring
5,2/18/18,0.89,896808.98,conventional,2018,Chicken and Ham Pie,Spring
6,2/11/18,0.75,1071952.06,conventional,2018,Chicken and Ham Pie,Spring
7,2/4/18,0.76,1272039.8,conventional,2018,Chicken and Ham Pie,Spring
8,1/28/18,0.85,957086.16,conventional,2018,Chicken and Ham Pie,Winter
9,1/21/18,0.84,1020913.2,conventional,2018,Chicken and Ham Pie,Winter
10,1/14/18,0.9,950954.6,conventional,2018,Chicken and Ham Pie,Winter
11,1/7/18,0.88,880266.52,conventional,2018,Chicken and Ham Pie,Winter
0,12/27/15,1.51,14201.42,organic,2015,Lobster Cocktail,Winter
1,12/20/15,1.67,9296.03,organic,2015,Lobster Cocktail,Winter
2,12/13/15,1.72,12403.85,organic,2015,Lobster Cocktail,Winter
3,12/6/15,1.46,9717.55,organic,2015,Lobster Cocktail,Winter
4,11/29/15,1.32,10961.82,organic,2015,Lobster Cocktail,Winter
5,11/22/15,1.39,9576.59,organic,2015,Lobster Cocktail,Winter
6,11/15/15,1.64,6884.09,organic,2015,Lobster Cocktail,Winter
7,11/8/15,1.65,7159.03,organic,2015,Lobster Cocktail,Winter
8,11/1/15,1.6,9421.09,organic,2015,Lobster Cocktail,Winter
9,10/25/15,1.59,11223.38,organic,2015,Lobster Cocktail,Autumn
10,10/18/15,1.54,10215.96,organic,2015,Lobster Cocktail,Autumn
11,10/11/15,1.53,9453.04,organic,2015,Lobster Cocktail,Autumn
12,10/4/15,1.63,8857.68,organic,2015,Lobster Cocktail,Autumn
13,9/27/15,1.7,7552.49,organic,2015,Lobster Cocktail,Autumn
14,9/20/15,1.35,11150.19,organic,2015,Lobster Cocktail,Autumn
15,9/13/15,1.6,11772.43,organic,2015,Lobster Cocktail,Autumn
16,9/6/15,1.58,14379.6,organic,2015,Lobster Cocktail,Autumn
17,8/30/15,1.6,12626.2,organic,2015,Lobster Cocktail,Autumn
18,8/23/15,1.72,11555.75,organic,2015,Lobster Cocktail,Autumn
19,8/16/15,1.75,10280.59,organic,2015,Lobster Cocktail,Autumn
20,8/9/15,1.66,13132.64,organic,2015,Lobster Cocktail,Autumn
21,8/2/15,1.72,11937.63,organic,2015,Lobster Cocktail,Autumn
22,7/26/15,1.72,8502.95,organic,2015,Lobster Cocktail,Summer
23,7/19/15,1.81,8669.79,organic,2015,Lobster Cocktail,Summer
24,7/12/15,1.7,8904.2,organic,2015,Lobster Cocktail,Summer
25,7/5/15,1.69,12480.84,organic,2015,Lobster Cocktail,Summer
26,6/28/15,1.7,11718.49,organic,2015,Lobster Cocktail,Summer
27,6/21/15,1.69,10939.94,organic,2015,Lobster Cocktail,Summer
28,6/14/15,1.61,13924.11,organic,2015,Lobster Cocktail,Summer
29,6/7/15,1.71,13808.71,organic,2015,Lobster Cocktail,Summer
30,5/31/15,1.69,12640.64,organic,2015,Lobster Cocktail,Summer
31,5/24/15,1.69,17042.46,organic,2015,Lobster Cocktail,Summer
32,5/17/15,1.42,22470.42,organic,2015,Lobster Cocktail,Summer
33,5/10/15,1.7,14499.46,organic,2015,Lobster Cocktail,Summer
34,5/3/15,1.66,16396.29,organic,2015,Lobster Cocktail,Summer
35,4/26/15,1.7,13466.97,organic,2015,Lobster Cocktail,Spring
36,4/19/15,1.64,15852.99,organic,2015,Lobster Cocktail,Spring
37,4/12/15,1.66,15999.82,organic,2015,Lobster Cocktail,Spring
38,4/5/15,1.63,14551.96,organic,2015,Lobster Cocktail,Spring
39,3/29/15,1.63,15847.83,organic,2015,Lobster Cocktail,Spring
40,3/22/15,1.25,16507.0,organic,2015,Lobster Cocktail,Spring
41,3/15/15,1.59,11586.41,organic,2015,Lobster Cocktail,Spring
42,3/8/15,1.56,19053.84,organic,2015,Lobster Cocktail,Spring
43,3/1/15,1.58,15923.18,organic,2015,Lobster Cocktail,Spring
44,2/22/15,1.19,23920.36,organic,2015,Lobster Cocktail,Spring
45,2/15/15,1.56,16335.15,organic,2015,Lobster Cocktail,Spring
46,2/8/15,1.43,14898.15,organic,2015,Lobster Cocktail,Spring
47,2/1/15,1.15,27929.74,organic,2015,Lobster Cocktail,Spring
48,1/25/15,1.41,15387.74,organic,2015,Lobster Cocktail,Winter
49,1/18/15,1.41,14057.45,organic,2015,Lobster Cocktail,Winter
50,1/11/15,1.22,26008.88,organic,2015,Lobster Cocktail,Winter
51,1/4/15,1.29,19137.28,organic,2015,Lobster Cocktail,Winter
0,12/27/15,1.45,98576.63,organic,2015,Clam Chowder,Winter
1,12/20/15,1.35,99793.55,organic,2015,Clam Chowder,Winter
2,12/13/15,1.39,98605.4,organic,2015,Clam Chowder,Winter
3,12/6/15,1.48,91211.53,organic,2015,Clam Chowder,Winter
4,11/29/15,1.75,83415.54,organic,2015,Clam Chowder,Winter
5,11/22/15,1.6,89062.36,organic,2015,Clam Chowder,Winter
6,11/15/15,1.59,97265.23,organic,2015,Clam Chowder,Winter
7,11/8/15,1.66,101320.15,organic,2015,Clam Chowder,Winter
8,11/1/15,1.6,104331.19,organic,2015,Clam Chowder,Winter
9,10/25/15,1.64,103918.03,organic,2015,Clam Chowder,Autumn
10,10/18/15,2.01,73799.28,organic,2015,Clam Chowder,Autumn
11,10/11/15,2.07,70004.38,organic,2015,Clam Chowder,Autumn
12,10/4/15,2.0,81751.48,organic,2015,Clam Chowder,Autumn
13,9/27/15,1.85,80734.58,organic,2015,Clam Chowder,Autumn
14,9/20/15,1.92,94267.54,organic,2015,Clam Chowder,Autumn
15,9/13/15,1.97,95230.68,organic,2015,Clam Chowder,Autumn
16,9/6/15,1.99,88963.61,organic,2015,Clam Chowder,Autumn
17,8/30/15,1.98,90125.42,organic,2015,Clam Chowder,Autumn
18,8/23/15,1.85,107431.24,organic,2015,Clam Chowder,Autumn
19,8/16/15,1.96,90240.43,organic,2015,Clam Chowder,Autumn
20,8/9/15,2.03,86211.24,organic,2015,Clam Chowder,Autumn
21,8/2/15,1.99,89435.6,organic,2015,Clam Chowder,Autumn
22,7/26/15,1.93,98449.84,organic,2015,Clam Chowder,Summer
23,7/19/15,1.89,103081.23,organic,2015,Clam Chowder,Summer
24,7/12/15,1.8,115063.87,organic,2015,Clam Chowder,Summer
25,7/5/15,1.67,135522.65,organic,2015,Clam Chowder,Summer
26,6/28/15,1.67,116913.79,organic,2015,Clam Chowder,Summer
27,6/21/15,1.69,116908.54,organic,2015,Clam Chowder,Summer
28,6/14/15,1.68,116322.44,organic,2015,Clam Chowder,Summer
29,6/7/15,1.67,114406.15,organic,2015,Clam Chowder,Summer
30,5/31/15,1.5,119999.12,organic,2015,Clam Chowder,Summer
31,5/24/15,1.5,135543.89,organic,2015,Clam Chowder,Summer
32,5/17/15,1.49,133759.31,organic,2015,Clam Chowder,Summer
33,5/10/15,1.4,160570.28,organic,2015,Clam Chowder,Summer
34,5/3/15,1.48,119059.56,organic,2015,Clam Chowder,Summer
35,4/26/15,1.5,128166.45,organic,2015,Clam Chowder,Spring
36,4/19/15,1.52,123851.34,organic,2015,Clam Chowder,Spring
37,4/12/15,1.5,119549.28,organic,2015,Clam Chowder,Spring
38,4/5/15,1.52,120814.24,organic,2015,Clam Chowder,Spring
39,3/29/15,1.53,111423.89,organic,2015,Clam Chowder,Spring
40,3/22/15,1.3,112284.57,organic,2015,Clam Chowder,Spring
41,3/15/15,1.52,94419.17,organic,2015,Clam Chowder,Spring
42,3/8/15,1.48,108346.9,organic,2015,Clam Chowder,Spring
43,3/1/15,1.15,250298.58,organic,2015,Clam Chowder,Spring
44,2/22/15,1.41,136421.88,organic,2015,Clam Chowder,Spring
45,2/15/15,1.52,116499.36,organic,2015,Clam Chowder,Spring
46,2/8/15,1.35,132790.41,organic,2015,Clam Chowder,Spring
47,2/1/15,1.11,196031.9,organic,2015,Clam Chowder,Spring
48,1/25/15,1.3,121698.02,organic,2015,Clam Chowder,Winter
49,1/18/15,1.24,195207.6,organic,2015,Clam Chowder,Winter
50,1/11/15,1.1,158110.68,organic,2015,Clam Chowder,Winter
51,1/4/15,1.24,142349.77,organic,2015,Clam Chowder,Winter
0,12/27/15,1.58,20995.37,organic,2015,Steak and Wings,Winter
1,12/20/15,1.58,22452.3,organic,2015,Steak and Wings,Winter
2,12/13/15,1.59,24059.71,organic,2015,Steak and Wings,Winter
3,12/6/15,1.59,27081.13,organic,2015,Steak and Wings,Winter
4,11/29/15,1.59,22168.32,organic,2015,Steak and Wings,Winter
5,11/22/15,1.57,24095.66,organic,2015,Steak and Wings,Winter
6,11/15/15,1.58,25759.36,organic,2015,Steak and Wings,Winter
7,11/8/15,1.59,26247.16,organic,2015,Steak and Wings,Winter
8,11/1/15,1.6,24450.48,organic,2015,Steak and Wings,Winter
9,10/25/15,1.61,22648.93,organic,2015,Steak and Wings,Autumn
10,10/18/15,1.79,19818.98,organic,2015,Steak and Wings,Autumn
11,10/11/15,1.69,19520.71,organic,2015,Steak and Wings,Autumn
12,10/4/15,1.78,20398.64,organic,2015,Steak and Wings,Autumn
13,9/27/15,1.67,24311.76,organic,2015,Steak and Wings,Autumn
14,9/20/15,1.6,26935.23,organic,2015,Steak and Wings,Autumn
15,9/13/15,1.61,27327.18,organic,2015,Steak and Wings,Autumn
16,9/6/15,1.61,28269.21,organic,2015,Steak and Wings,Autumn
17,8/30/15,1.6,30663.55,organic,2015,Steak and Wings,Autumn
18,8/23/15,1.61,31623.52,organic,2015,Steak and Wings,Autumn
19,8/16/15,1.62,29458.3,organic,2015,Steak and Wings,Autumn
20,8/9/15,1.62,28253.94,organic,2015,Steak and Wings,Autumn
21,8/2/15,1.59,27490.93,organic,2015,Steak and Wings,Autumn
22,7/26/15,1.62,26098.32,organic,2015,Steak and Wings,Summer
23,7/19/15,1.65,19677.2,organic,2015,Steak and Wings,Summer
24,7/12/15,1.66,18945.72,organic,2015,Steak and Wings,Summer
25,7/5/15,1.67,19704.96,organic,2015,Steak and Wings,Summer
26,6/28/15,1.68,18877.36,organic,2015,Steak and Wings,Summer
27,6/21/15,1.82,16136.49,organic,2015,Steak and Wings,Summer
28,6/14/15,1.87,18374.82,organic,2015,Steak and Wings,Summer
29,6/7/15,1.85,19636.24,organic,2015,Steak and Wings,Summer
30,5/31/15,1.85,18625.81,organic,2015,Steak and Wings,Summer
31,5/24/15,1.86,20871.17,organic,2015,Steak and Wings,Summer
32,5/17/15,1.57,24727.46,organic,2015,Steak and Wings,Summer
33,5/10/15,1.47,27146.38,organic,2015,Steak and Wings,Summer
34,5/3/15,1.51,27210.49,organic,2015,Steak and Wings,Summer
35,4/26/15,1.51,31932.1,organic,2015,Steak and Wings,Spring
36,4/19/15,1.55,27489.48,organic,2015,Steak and Wings,Spring
37,4/12/15,1.3,88346.47,organic,2015,Steak and Wings,Spring
38,4/5/15,1.65,21064.17,organic,2015,Steak and Wings,Spring
39,3/29/15,1.66,15545.06,organic,2015,Steak and Wings,Spring
40,3/22/15,1.67,16076.52,organic,2015,Steak and Wings,Spring
41,3/15/15,1.64,15001.33,organic,2015,Steak and Wings,Spring
42,3/8/15,1.62,16545.05,organic,2015,Steak and Wings,Spring
43,3/1/15,1.82,11842.47,organic,2015,Steak and Wings,Spring
44,2/22/15,1.83,10235.09,organic,2015,Steak and Wings,Spring
45,2/15/15,1.81,10575.65,organic,2015,Steak and Wings,Spring
46,2/8/15,1.78,9910.84,organic,2015,Steak and Wings,Spring
47,2/1/15,1.52,14391.05,organic,2015,Steak and Wings,Spring
48,1/25/15,1.83,10951.51,organic,2015,Steak and Wings,Winter
49,1/18/15,1.81,12499.87,organic,2015,Steak and Wings,Winter
50,1/11/15,1.79,12915.74,organic,2015,Steak and Wings,Winter
51,1/4/15,1.49,17723.17,organic,2015,Steak and Wings,Winter
0,12/27/15,1.33,10860.07,organic,2015,Crab Legs,Winter
1,12/20/15,1.38,11128.3,organic,2015,Crab Legs,Winter
2,12/13/15,1.43,12224.14,organic,2015,Crab Legs,Winter
3,12/6/15,1.48,10458.62,organic,2015,Crab Legs,Winter
4,11/29/15,1.46,9412.9,organic,2015,Crab Legs,Winter
5,11/22/15,1.46,10812.09,organic,2015,Crab Legs,Winter
6,11/15/15,1.36,11640.14,organic,2015,Crab Legs,Winter
7,11/8/15,1.46,11147.93,organic,2015,Crab Legs,Winter
8,11/1/15,1.41,12250.82,organic,2015,Crab Legs,Winter
9,10/25/15,1.48,13258.61,organic,2015,Crab Legs,Autumn
10,10/18/15,1.39,11010.45,organic,2015,Crab Legs,Autumn
11,10/11/15,1.48,10647.39,organic,2015,Crab Legs,Autumn
12,10/4/15,1.49,10751.69,organic,2015,Crab Legs,Autumn
13,9/27/15,1.48,12224.81,organic,2015,Crab Legs,Autumn
14,9/20/15,1.47,12513.98,organic,2015,Crab Legs,Autumn
15,9/13/15,1.48,12704.71,organic,2015,Crab Legs,Autumn
16,9/6/15,1.46,12941.48,organic,2015,Crab Legs,Autumn
17,8/30/15,1.36,14317.26,organic,2015,Crab Legs,Autumn
18,8/23/15,1.36,17429.71,organic,2015,Crab Legs,Autumn
19,8/16/15,1.45,13268.55,organic,2015,Crab Legs,Autumn
20,8/9/15,1.4,16702.43,organic,2015,Crab Legs,Autumn
21,8/2/15,1.31,12992.93,organic,2015,Crab Legs,Autumn
22,7/26/15,1.14,12801.03,organic,2015,Crab Legs,Summer
23,7/19/15,1.29,11881.44,organic,2015,Crab Legs,Summer
24,7/12/15,1.27,11076.72,organic,2015,Crab Legs,Summer
25,7/5/15,1.3,13234.04,organic,2015,Crab Legs,Summer
26,6/28/15,1.33,11792.51,organic,2015,Crab Legs,Summer
27,6/21/15,1.37,9936.12,organic,2015,Crab Legs,Summer
28,6/14/15,1.35,9881.65,organic,2015,Crab Legs,Summer
29,6/7/15,1.35,9019.0,organic,2015,Crab Legs,Summer
30,5/31/15,1.38,9882.68,organic,2015,Crab Legs,Summer
31,5/24/15,1.36,12809.78,organic,2015,Crab Legs,Summer
32,5/17/15,1.35,11092.7,organic,2015,Crab Legs,Summer
33,5/10/15,1.39,10242.6,organic,2015,Crab Legs,Summer
34,5/3/15,1.37,6568.67,organic,2015,Crab Legs,Summer
35,4/26/15,1.34,9855.14,organic,2015,Crab Legs,Spring
36,4/19/15,1.35,12054.84,organic,2015,Crab Legs,Spring
37,4/12/15,1.39,11119.47,organic,2015,Crab Legs,Spring
38,4/5/15,1.36,11720.06,organic,2015,Crab Legs,Spring
39,3/29/15,1.36,9162.06,organic,2015,Crab Legs,Spring
40,3/22/15,1.29,13176.92,organic,2015,Crab Legs,Spring
41,3/15/15,1.34,11922.76,organic,2015,Crab Legs,Spring
42,3/8/15,1.39,8557.95,organic,2015,Crab Legs,Spring
43,3/1/15,1.29,17267.84,organic,2015,Crab Legs,Spring
44,2/22/15,1.38,15485.45,organic,2015,Crab Legs,Spring
45,2/15/15,1.41,10958.57,organic,2015,Crab Legs,Spring
46,2/8/15,1.35,10315.32,organic,2015,Crab Legs,Spring
47,2/1/15,1.24,12276.58,organic,2015,Crab Legs,Spring
48,1/25/15,1.34,11247.71,organic,2015,Crab Legs,Winter
49,1/18/15,1.28,12634.71,organic,2015,Crab Legs,Winter
50,1/11/15,1.35,12126.63,organic,2015,Crab Legs,Winter
51,1/4/15,1.35,9895.96,organic,2015,Crab Legs,Winter
0,12/27/15,1.43,23728.62,organic,2015,Cream of Trout,Winter
1,12/20/15,1.35,27173.38,organic,2015,Cream of Trout,Winter
2,12/13/15,1.36,24285.79,organic,2015,Cream of Trout,Winter
3,12/6/15,0.92,41324.9,organic,2015,Cream of Trout,Winter
4,11/29/15,0.88,56722.58,organic,2015,Cream of Trout,Winter
5,11/22/15,1.39,23094.34,organic,2015,Cream of Trout,Winter
6,11/15/15,1.33,23789.01,organic,2015,Cream of Trout,Winter
7,11/8/15,1.14,55351.03,organic,2015,Cream of Trout,Winter
8,11/1/15,1.26,29803.99,organic,2015,Cream of Trout,Winter
9,10/25/15,1.27,30032.31,organic,2015,Cream of Trout,Autumn
10,10/18/15,1.3,25827.35,organic,2015,Cream of Trout,Autumn
11,10/11/15,1.28,24738.5,organic,2015,Cream of Trout,Autumn
12,10/4/15,1.25,28692.21,organic,2015,Cream of Trout,Autumn
13,9/27/15,1.35,32925.13,organic,2015,Cream of Trout,Autumn
14,9/20/15,1.36,25808.98,organic,2015,Cream of Trout,Autumn
15,9/13/15,1.36,26282.03,organic,2015,Cream of Trout,Autumn
16,9/6/15,1.43,27271.95,organic,2015,Cream of Trout,Autumn
17,8/30/15,1.45,25122.55,organic,2015,Cream of Trout,Autumn
18,8/23/15,1.46,37948.74,organic,2015,Cream of Trout,Autumn
19,8/16/15,1.45,32252.93,organic,2015,Cream of Trout,Autumn
20,8/9/15,1.44,34888.66,organic,2015,Cream of Trout,Autumn
21,8/2/15,1.43,31424.93,organic,2015,Cream of Trout,Autumn
22,7/26/15,1.43,28284.23,organic,2015,Cream of Trout,Summer
23,7/19/15,1.45,25375.78,organic,2015,Cream of Trout,Summer
24,7/12/15,1.44,27100.8,organic,2015,Cream of Trout,Summer
25,7/5/15,1.42,33660.46,organic,2015,Cream of Trout,Summer
26,6/28/15,1.44,30625.69,organic,2015,Cream of Trout,Summer
27,6/21/15,1.43,31954.94,organic,2015,Cream of Trout,Summer
28,6/14/15,1.44,33994.64,organic,2015,Cream of Trout,Summer
29,6/7/15,1.44,30890.93,organic,2015,Cream of Trout,Summer
30,5/31/15,1.43,33855.74,organic,2015,Cream of Trout,Summer
31,5/24/15,1.43,36082.44,organic,2015,Cream of Trout,Summer
32,5/17/15,1.22,45514.57,organic,2015,Cream of Trout,Summer
33,5/10/15,1.23,46949.06,organic,2015,Cream of Trout,Summer
34,5/3/15,1.03,139212.26,organic,2015,Cream of Trout,Summer
35,4/26/15,1.03,125507.76,organic,2015,Cream of Trout,Spring
36,4/19/15,1.44,23563.42,organic,2015,Cream of Trout,Spring
37,4/12/15,1.42,23701.5,organic,2015,Cream of Trout,Spring
38,4/5/15,1.42,34432.77,organic,2015,Cream of Trout,Spring
39,3/29/15,1.44,29105.69,organic,2015,Cream of Trout,Spring
40,3/22/15,1.39,29621.9,organic,2015,Cream of Trout,Spring
41,3/15/15,1.12,68533.2,organic,2015,Cream of Trout,Spring
42,3/8/15,1.09,70858.71,organic,2015,Cream of Trout,Spring
43,3/1/15,1.27,36086.54,organic,2015,Cream of Trout,Spring
44,2/22/15,1.4,24794.39,organic,2015,Cream of Trout,Spring
45,2/15/15,1.44,19660.58,organic,2015,Cream of Trout,Spring
46,2/8/15,1.4,22798.51,organic,2015,Cream of Trout,Spring
47,2/1/15,1.29,27527.63,organic,2015,Cream of Trout,Spring
48,1/25/15,1.33,22502.5,organic,2015,Cream of Trout,Winter
49,1/18/15,1.1,42234.91,organic,2015,Cream of Trout,Winter
50,1/11/15,1.28,30682.77,organic,2015,Cream of Trout,Winter
51,1/4/15,1.42,22480.07,organic,2015,Cream of Trout,Winter
0,12/27/15,1.49,66775.85,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
1,12/20/15,1.55,62669.16,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
2,12/13/15,1.53,65341.66,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
3,12/6/15,1.6,71502.74,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
4,11/29/15,1.61,59169.17,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
5,11/22/15,1.57,67773.07,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
6,11/15/15,1.54,72434.15,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
7,11/8/15,1.54,77222.36,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
8,11/1/15,1.59,75586.78,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
9,10/25/15,1.58,77066.63,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
10,10/18/15,1.6,75238.38,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
11,10/11/15,1.6,69918.93,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
12,10/4/15,1.67,70410.49,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
13,9/27/15,1.66,70809.98,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
14,9/20/15,1.68,75306.07,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
15,9/13/15,1.67,83530.33,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
16,9/6/15,1.61,95931.87,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
17,8/30/15,1.56,96236.54,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
18,8/23/15,1.59,107306.08,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
19,8/16/15,1.72,92086.0,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
20,8/9/15,1.7,84089.07,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
21,8/2/15,1.64,82380.97,organic,2015,"Shrimp Cocktail, Whole Chicken",Autumn
22,7/26/15,1.5,87348.95,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
23,7/19/15,1.48,81489.76,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
24,7/12/15,1.4,88179.72,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
25,7/5/15,1.54,86288.07,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
26,6/28/15,1.59,71801.27,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
27,6/21/15,1.62,72563.98,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
28,6/14/15,1.58,80790.46,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
29,6/7/15,1.55,81945.35,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
30,5/31/15,1.65,79819.77,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
31,5/24/15,1.66,79844.57,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
32,5/17/15,1.44,82513.95,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
33,5/10/15,1.13,171746.76,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
34,5/3/15,1.22,143144.15,organic,2015,"Shrimp Cocktail, Whole Chicken",Summer
35,4/26/15,1.55,92616.45,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
36,4/19/15,1.57,85825.52,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
37,4/12/15,1.42,149583.28,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
38,4/5/15,1.51,81495.39,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
39,3/29/15,1.62,64282.45,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
40,3/22/15,1.63,56818.47,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
41,3/15/15,1.55,65534.87,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
42,3/8/15,1.6,74152.81,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
43,3/1/15,1.69,61260.09,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
44,2/22/15,1.68,56569.37,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
45,2/15/15,1.65,58236.29,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
46,2/8/15,1.64,58545.6,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
47,2/1/15,1.53,63248.58,organic,2015,"Shrimp Cocktail, Whole Chicken",Spring
48,1/25/15,1.63,59906.52,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
49,1/18/15,1.73,57646.9,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
50,1/11/15,1.69,58061.65,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
51,1/4/15,1.54,61615.1,organic,2015,"Shrimp Cocktail, Whole Chicken",Winter
0,12/27/15,1.31,10598.3,organic,2015,Chicken Broth,Winter
1,12/20/15,1.27,9253.24,organic,2015,Chicken Broth,Winter
2,12/13/15,1.35,11494.89,organic,2015,Chicken Broth,Winter
3,12/6/15,1.49,8216.98,organic,2015,Chicken Broth,Winter
4,11/29/15,1.51,7442.68,organic,2015,Chicken Broth,Winter
5,11/22/15,1.5,8158.36,organic,2015,Chicken Broth,Winter
6,11/15/15,1.5,9857.51,organic,2015,Chicken Broth,Winter
7,11/8/15,1.44,10027.49,organic,2015,Chicken Broth,Winter
8,11/1/15,1.49,9377.04,organic,2015,Chicken Broth,Winter
9,10/25/15,1.48,11445.39,organic,2015,Chicken Broth,Autumn
10,10/18/15,1.48,10652.02,organic,2015,Chicken Broth,Autumn
11,10/11/15,1.48,10674.23,organic,2015,Chicken Broth,Autumn
12,10/4/15,1.48,10800.6,organic,2015,Chicken Broth,Autumn
13,9/27/15,1.47,12416.96,organic,2015,Chicken Broth,Autumn
14,9/20/15,1.47,11781.86,organic,2015,Chicken Broth,Autumn
15,9/13/15,1.41,13561.23,organic,2015,Chicken Broth,Autumn
16,9/6/15,1.36,9622.66,organic,2015,Chicken Broth,Autumn
17,8/30/15,1.22,14045.27,organic,2015,Chicken Broth,Autumn
18,8/23/15,1.26,10518.1,organic,2015,Chicken Broth,Autumn
19,8/16/15,1.35,9699.79,organic,2015,Chicken Broth,Autumn
20,8/9/15,1.29,14996.12,organic,2015,Chicken Broth,Autumn
21,8/2/15,1.17,9952.84,organic,2015,Chicken Broth,Autumn
22,7/26/15,1.19,13059.01,organic,2015,Chicken Broth,Summer
23,7/19/15,1.21,10487.18,organic,2015,Chicken Broth,Summer
24,7/12/15,1.17,11741.87,organic,2015,Chicken Broth,Summer
25,7/5/15,1.17,12717.2,organic,2015,Chicken Broth,Summer
26,6/28/15,1.21,10531.95,organic,2015,Chicken Broth,Summer
27,6/21/15,1.22,11429.63,organic,2015,Chicken Broth,Summer
28,6/14/15,1.21,10464.45,organic,2015,Chicken Broth,Summer
29,6/7/15,1.19,10773.86,organic,2015,Chicken Broth,Summer
