dish,date,confirmed_so_far,rank,Continent
Steak and Crab,1957-01-01,2430,158.0,SteakSeafood
"Beefsteak, Broiled",1957-01-01,1940,161.0,Steak
Salmon Steak with Chicken Wings,1957-01-01,6001,48.0,SeafoodChicken
Chicken Fajita,1957-01-01,5610,63.0,Chicken
Fusilli with Octopus,1957-01-01,5847,54.0,SteakChickenSeafood
Strip bacon with Chicken,1957-01-01,6432,39.0,Chicken
Chicken Fried Steak Sandwich,1957-01-01,5358,69.0,Chicken
Oyster Pan Roast,1957-01-01,5891,52.0,Seafood
Cream of Trout,1957-01-01,6734,28.0,Seafood
Tenderloin Steak with Mushrooms,1957-01-01,2805,154.0,Steak
Chicken Fajita and Salad,1957-01-01,6893,24.0,Chicken
Chicken Curry,1957-01-01,7293,17.0,Chicken
Sirloin Steak with Mushrooms,1957-01-01,1727,166.0,Steak
Halibut Steak,1957-01-01,3058,149.0,SteakSeafood
Escargo,1957-01-01,1827,165.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1957-01-01,5528,64.0,SeafoodChicken
Soft Drink with Chicken,1957-01-01,5067,77.0,Chicken
"Cream of Eye, Catfish",1957-01-01,1940,162.0,SteakSeafood
Clam Chowder,1957-01-01,8401,3.0,SeafoodChicken
Trout Milk,1957-01-01,3114,146.0,Seafood
Half Pound Wings,1957-01-01,5048,78.0,Chicken
Fried Scallops,1957-01-01,4319,112.0,SteakSeafood
Seabass Beer and Steak,1957-01-01,2286,160.0,SteakSeafood
Crab Meat Salad,1957-01-01,3715,133.0,SteakSeafood
Sushi,1957-01-01,3014,151.0,Seafood
Milk Fed Chicken,1957-01-01,5360,68.0,SteakSeafood
Porterhouse Steak,1957-01-01,7555,14.0,Steak
Stripped Bass,1957-01-01,3777,130.0,SteakSeafood
Broiled Oysters,1957-01-01,4055,121.0,SteakSeafood
"Half n half, lobster and chicken special",1957-01-01,7322,16.0,SeafoodChicken
Clams,1957-01-01,7579,13.0,Seafood
"Chicken Soup, Lobster Dinner",1957-01-01,6458,36.0,SeafoodChicken
Crab Flake Salad,1957-01-01,1419,173.0,SteakSeafood
Cold Brew,1957-01-01,3873,127.0,
Latte,1957-01-01,4820,87.0,
Bone Sirloin Steak,1957-01-01,4391,109.0,Steak
Machiatto,1957-01-01,5015,80.0,
Omelette With Chicken Livers,1957-01-01,5040,79.0,Chicken
Salisbury Steak,1957-01-01,4922,83.0,Steak
Chicken Mayonnaise,1957-01-01,4419,106.0,Chicken
Adam's Brew,1957-01-01,5988,49.0,
Chicken Fricassee,1957-01-01,6171,44.0,Chicken
"Halibut House, Picanhe Steak",1957-01-01,4815,88.0,SteakSeafood
Reindeer Steak,1957-01-01,1652,170.0,Steak
Beef Steak,1957-01-01,6285,42.0,Steak
Nova Scotia Lox and Scrambled Eggs,1957-01-01,6949,22.0,SeafoodChicken
Party Size Mussels and Shrimp,1957-01-01,6298,41.0,SteakSeafood
"Steak, Gerostet",1957-01-01,4761,93.0,Steak
Cream,1957-01-01,4344,111.0,SteakSeafood
Chicken Teriyaki,1957-01-01,4886,86.0,Chicken
Ginger Ale,1957-01-01,3384,144.0,
Clam Stew,1957-01-01,3775,131.0,SteakSeafood
Cream Soup with Fish,1957-01-01,1727,167.0,SteakChickenSeafood
Chicken Fried,1957-01-01,5777,59.0,Chicken
Chicken Sandwich,1957-01-01,8123,7.0,Chicken
Smoked Salmon and Pulled Beef,1957-01-01,4763,91.0,SteakSeafood
Roast Chicken,1957-01-01,4236,117.0,Chicken
Chicken And Ham Pie,1957-01-01,8104,8.0,Chicken
Imported Sardines,1957-01-01,5743,61.0,SteakSeafood
Chicken Okra Soup,1957-01-01,5208,74.0,Chicken
Rump Steak,1957-01-01,1857,164.0,Steak
Sirloin Steak for 2,1957-01-01,5008,81.0,Steak
Shashimi,1957-01-01,5214,72.0,SteakSeafood
Boneless Catfish Fillet for two,1957-01-01,4505,99.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1957-01-01,3031,150.0,SeafoodChicken
Minute Steak,1957-01-01,3930,125.0,Steak
Cola,1957-01-01,1472,172.0,
Steak Minute,1957-01-01,5236,71.0,Steak
Chicken Parmesan,1957-01-01,5366,67.0,Chicken
Wings and Beer Deal,1957-01-01,4890,85.0,Chicken
Clam Chowder and bread,1957-01-01,7745,11.0,Seafood
Fried Oyster Crabs,1957-01-01,6520,33.0,Seafood
Cape Cod Oysters,1957-01-01,7855,10.0,Seafood
Trout Saute,1957-01-01,5376,66.0,Seafood
Sliced Chicken Sandwich,1957-01-01,6709,30.0,Chicken
Clam Fry,1957-01-01,6444,38.0,Seafood
Roast Chicken,1957-01-01,8274,6.0,Chicken
Ham Steak,1957-01-01,4022,123.0,Steak
Imported Caviar,1957-01-01,6431,40.0,Seafood
Broiled Hamburg Chicken,1957-01-01,4177,119.0,Seafood
Clam Broth in Cup,1957-01-01,5814,57.0,Seafood
Salmon Steak,1957-01-01,4452,103.0,SteakSeafood
Surf and Turf,1957-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1957-01-01,6163,45.0,Seafood
Plaintain,1957-01-01,4470,102.0,
Fresh Beluga Caviar,1957-01-01,6451,37.0,Seafood
Canape Caviar,1957-01-01,4631,96.0,Seafood
Chicken Omelette,1957-01-01,4487,101.0,Chicken
Lobster Roll,1957-01-01,4446,104.0,Seafood
Small Tenderloin Steak,1957-01-01,329,177.0,SteakSeafood
Curried Crab Meat with Rice,1957-01-01,3463,143.0,SteakSeafood
Oyster's A La Poulette,1957-01-01,2613,157.0,SteakSeafood
Chicken Soup,1957-01-01,2741,155.0,Chicken
Chicken with Rice,1957-01-01,4789,89.0,Chicken
Barbeque Chicken,1957-01-01,5441,65.0,Chicken
Beef Minute Steak and Sardines,1957-01-01,3696,135.0,SteakSeafood
Cream and Mushroom,1957-01-01,2632,156.0,SteakSeafood
Crab meat cocktail,1957-01-01,5837,56.0,Seafood
Anchovies and Mustard,1957-01-01,4572,97.0,Seafood
Family Halibut Steak,1957-01-01,4406,108.0,SteakSeafood
Chicken Cream,1957-01-01,4085,120.0,Chicken
Chicken Cream for Two,1957-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1957-01-01,3063,148.0,SteakSeafood
"Steak Minute, Fifth Avenue",1957-01-01,3709,134.0,SteakSeafood
Hamburger Steak,1957-01-01,7274,18.0,Steak
Chicken Pot Pie,1957-01-01,5770,60.0,Chicken
Chicken Noodle,1957-01-01,2856,153.0,Chicken
Broiled Striped Bass,1957-01-01,3109,147.0,Seafood
Chicken Bologne,1957-01-01,3692,136.0,Chicken
Brazzlian steak and seafood,1957-01-01,5842,55.0,SteakSeafood
Lobster and Steak,1957-01-01,3138,145.0,SteakSeafood
Caviar Sandwich,1957-01-01,1652,171.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1957-01-01,3842,128.0,Seafood
"Chicken Broth, Bellevue Per Cup",1957-01-01,7133,20.0,Chicken
Lobster Cream with Whole Chicken,1957-01-01,4763,90.0,SteakChickenSeafood
Broiled Sirloin Steak,1957-01-01,3523,141.0,Steak
"Lobster, Newburg",1957-01-01,4416,107.0,SteakSeafood
Crab Meat Cocktail,1957-01-01,5777,58.0,SteakSeafood
Bebinca,1957-01-01,4904,84.0,
Healy's Special Individual Chicken Pie,1957-01-01,5956,50.0,Chicken
Lobster Mayonnaise,1957-01-01,5692,62.0,Seafood
Crab Legs,1957-01-01,7156,19.0,Seafood
Chicken A La King with Clams,1957-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1957-01-01,6080,47.0,Steak
Cream of Mushroom with Chicken and Mussels App,1957-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1957-01-01,4347,110.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1957-01-01,7697,12.0,SeafoodChicken
"Salad, Lobster",1957-01-01,6270,43.0,Seafood
Half Chicken,1957-01-01,6548,31.0,Chicken
Half Broiled Chicken,1957-01-01,6845,26.0,Chicken
Fresh Caviar,1957-01-01,6978,21.0,Seafood
Chicken A La Maryland,1957-01-01,6468,35.0,Chicken
Little Neck Clams,1957-01-01,8470,2.0,Seafood
Blue Point Oysters,1957-01-01,3657,138.0,SteakSeafood
Extra Sirloin Steak,1957-01-01,1727,168.0,Steak
Small Steak,1957-01-01,1691,169.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1957-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1957-01-01,4183,118.0,Chicken
Healey's Special Individual Chicken Pie,1957-01-01,3514,142.0,SteakSeafood
Pan Roast Oysters,1957-01-01,7342,15.0,Seafood
Fresh Lobster Cocktail and Steak,1957-01-01,5151,75.0,SteakSeafood
Broiled Squab Chicken (half),1957-01-01,6139,46.0,Chicken
Steak and Oyster Cream,1957-01-01,1419,174.0,SteakSeafood
Deviled Lobster,1957-01-01,4040,122.0,SteakSeafood
Bordeaux Sardines,1957-01-01,6830,27.0,Seafood
Chicken Cream,1957-01-01,4760,94.0,Chicken
Chicken Noodle Soup,1957-01-01,4746,95.0,Chicken
Chicken Halibut Steak,1957-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1957-01-01,4763,92.0,SteakSeafood
Salman Steak,1957-01-01,6469,34.0,SteakSeafood
Boneless Catfish Fillet,1957-01-01,3615,139.0,SteakSeafood
Chicken Broth,1957-01-01,8290,5.0,Chicken
Canape De Caviar,1957-01-01,4497,100.0,Seafood
Mackeral Steak,1957-01-01,5144,76.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1957-01-01,1419,175.0,SeafoodChicken
Chicken Nachos,1957-01-01,6899,23.0,Chicken
Chicken Salad Wrap,1957-01-01,6873,25.0,Chicken
Omelette,1957-01-01,3905,126.0,
Ambassador Cup,1957-01-01,4940,82.0,Seafood
Halibut Steak for Two,1957-01-01,4007,124.0,SteakSeafood
Boneless Sardines,1957-01-01,5254,70.0,Seafood
Pancakes,1957-01-01,1914,163.0,
Steak and Lobster,1957-01-01,3721,132.0,SteakSeafood
Venison Steak,1957-01-01,2979,152.0,Steak
Codfish with Mushroom Soup,1957-01-01,4509,98.0,SteakSeafood
Lobster Cocktail,1957-01-01,7992,9.0,Seafood
Tenderloin Steak,1957-01-01,9615,1.0,Steak
Clam Chowder and Halibut Steak,1957-01-01,3539,140.0,SteakSeafood
Chicken Liver,1957-01-01,6534,32.0,Chicken
"Crab meat with Lettuce, Special Dressing",1957-01-01,6732,29.0,Seafood
Squab Chicken,1957-01-01,8305,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1957-01-01,4266,116.0,SeafoodChicken
Clam Stew with Milk,1957-01-01,5212,73.0,Seafood
Halibut Steak with Wings,1957-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1957-01-01,4277,115.0,SeafoodChicken
Cold Lobster,1957-01-01,3692,137.0,Seafood
Soft Drink,1957-01-01,3823,129.0,
Steamed Hard Clams,1957-01-01,4298,113.0,SteakSeafood
Squab Chicken and Malossol Caviar,1957-01-01,2347,159.0,SteakSeafood
Crab Meat,1958-01-01,5946,51.0,Seafood
Chicken Ferrego,1958-01-01,4453,104.0,Chicken
Family Halibut Delight,1958-01-01,5892,53.0,SteakSeafood
Yum Yum Chicken,1958-01-01,4289,115.0,Chicken
Steak and Crab,1958-01-01,2430,158.0,SteakSeafood
"Beefsteak, Broiled",1958-01-01,1940,162.0,Steak
Salmon Steak with Chicken Wings,1958-01-01,6037,48.0,SeafoodChicken
Chicken Fajita,1958-01-01,5641,63.0,Chicken
Fusilli with Octopus,1958-01-01,5848,55.0,SteakChickenSeafood
Strip bacon with Chicken,1958-01-01,6434,39.0,Chicken
Chicken Fried Steak Sandwich,1958-01-01,5380,68.0,Chicken
Oyster Pan Roast,1958-01-01,5923,52.0,Seafood
Cream of Trout,1958-01-01,6778,28.0,Seafood
Tenderloin Steak with Mushrooms,1958-01-01,2805,154.0,Steak
Chicken Fajita and Salad,1958-01-01,6913,24.0,Chicken
Chicken Curry,1958-01-01,7295,18.0,Chicken
Sirloin Steak with Mushrooms,1958-01-01,1727,167.0,Steak
Halibut Steak,1958-01-01,3058,149.0,SteakSeafood
Escargo,1958-01-01,1827,166.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1958-01-01,5593,64.0,SeafoodChicken
Soft Drink with Chicken,1958-01-01,5072,77.0,Chicken
"Cream of Eye, Catfish",1958-01-01,1940,163.0,SteakSeafood
Clam Chowder,1958-01-01,8450,3.0,SeafoodChicken
Trout Milk,1958-01-01,3114,146.0,Seafood
Half Pound Wings,1958-01-01,5058,78.0,Chicken
Fried Scallops,1958-01-01,4330,114.0,SteakSeafood
Seabass Beer and Steak,1958-01-01,2286,160.0,SteakSeafood
Crab Meat Salad,1958-01-01,3744,133.0,SteakSeafood
Sushi,1958-01-01,3014,151.0,Seafood
Milk Fed Chicken,1958-01-01,5400,66.0,SteakSeafood
Porterhouse Steak,1958-01-01,7566,14.0,Steak
Stripped Bass,1958-01-01,3870,129.0,SteakSeafood
Broiled Oysters,1958-01-01,4080,122.0,SteakSeafood
"Half n half, lobster and chicken special",1958-01-01,7369,16.0,SeafoodChicken
Clams,1958-01-01,7579,13.0,Seafood
"Chicken Soup, Lobster Dinner",1958-01-01,6488,35.0,SeafoodChicken
Crab Flake Salad,1958-01-01,2144,161.0,SteakSeafood
Cold Brew,1958-01-01,3873,128.0,
Latte,1958-01-01,4862,88.0,
Bone Sirloin Steak,1958-01-01,4403,109.0,Steak
Machiatto,1958-01-01,5040,81.0,
Omelette With Chicken Livers,1958-01-01,5041,80.0,Chicken
Salisbury Steak,1958-01-01,4927,83.0,Steak
Chicken Mayonnaise,1958-01-01,4422,107.0,Chicken
Adam's Brew,1958-01-01,5993,49.0,
Chicken Fricassee,1958-01-01,6176,44.0,Chicken
"Halibut House, Picanhe Steak",1958-01-01,4900,85.0,SteakSeafood
Reindeer Steak,1958-01-01,1652,171.0,Steak
Beef Steak,1958-01-01,6298,42.0,Steak
Nova Scotia Lox and Scrambled Eggs,1958-01-01,6963,22.0,SeafoodChicken
Party Size Mussels and Shrimp,1958-01-01,6336,41.0,SteakSeafood
"Steak, Gerostet",1958-01-01,4794,91.0,Steak
Cream,1958-01-01,4397,110.0,SteakSeafood
Chicken Teriyaki,1958-01-01,4887,87.0,Chicken
Ginger Ale,1958-01-01,3413,144.0,
Clam Stew,1958-01-01,3819,131.0,SteakSeafood
Cream Soup with Fish,1958-01-01,1727,168.0,SteakChickenSeafood
Chicken Fried,1958-01-01,5782,60.0,Chicken
Chicken Sandwich,1958-01-01,8124,7.0,Chicken
Smoked Salmon and Pulled Beef,1958-01-01,4793,92.0,SteakSeafood
Roast Chicken,1958-01-01,4242,117.0,Chicken
Chicken And Ham Pie,1958-01-01,8106,8.0,Chicken
Imported Sardines,1958-01-01,5762,61.0,SteakSeafood
Chicken Okra Soup,1958-01-01,5211,74.0,Chicken
Rump Steak,1958-01-01,1857,165.0,Steak
Sirloin Steak for 2,1958-01-01,5050,79.0,Steak
Shashimi,1958-01-01,5214,73.0,SteakSeafood
Boneless Catfish Fillet for two,1958-01-01,4538,98.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1958-01-01,3031,150.0,SeafoodChicken
Minute Steak,1958-01-01,4039,123.0,Steak
Cola,1958-01-01,1472,173.0,
Steak Minute,1958-01-01,5236,71.0,Steak
Chicken Parmesan,1958-01-01,5374,69.0,Chicken
Wings and Beer Deal,1958-01-01,4891,86.0,Chicken
Clam Chowder and bread,1958-01-01,7780,11.0,Seafood
Fried Oyster Crabs,1958-01-01,6545,33.0,Seafood
Cape Cod Oysters,1958-01-01,7868,10.0,Seafood
Trout Saute,1958-01-01,5398,67.0,Seafood
Sliced Chicken Sandwich,1958-01-01,6711,30.0,Chicken
Clam Fry,1958-01-01,6444,38.0,Seafood
Roast Chicken,1958-01-01,8276,6.0,Chicken
Ham Steak,1958-01-01,4034,124.0,Steak
Imported Caviar,1958-01-01,6432,40.0,Seafood
Broiled Hamburg Chicken,1958-01-01,4201,118.0,Seafood
Clam Broth in Cup,1958-01-01,5837,57.0,Seafood
Salmon Steak,1958-01-01,4498,100.0,SteakSeafood
Surf and Turf,1958-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1958-01-01,6164,45.0,Seafood
Plaintain,1958-01-01,4471,103.0,
Fresh Beluga Caviar,1958-01-01,6484,36.0,Seafood
Canape Caviar,1958-01-01,4646,96.0,Seafood
Chicken Omelette,1958-01-01,4490,102.0,Chicken
Lobster Roll,1958-01-01,4451,105.0,Seafood
Small Tenderloin Steak,1958-01-01,329,177.0,SteakSeafood
Curried Crab Meat with Rice,1958-01-01,3477,143.0,SteakSeafood
Oyster's A La Poulette,1958-01-01,2623,157.0,SteakSeafood
Chicken Soup,1958-01-01,2741,155.0,Chicken
Chicken with Rice,1958-01-01,4798,89.0,Chicken
Barbeque Chicken,1958-01-01,5443,65.0,Chicken
Beef Minute Steak and Sardines,1958-01-01,3786,132.0,SteakSeafood
Cream and Mushroom,1958-01-01,2642,156.0,SteakSeafood
Crab meat cocktail,1958-01-01,5841,56.0,Seafood
Anchovies and Mustard,1958-01-01,4598,97.0,Seafood
Family Halibut Steak,1958-01-01,4429,106.0,SteakSeafood
Chicken Cream,1958-01-01,4103,120.0,Chicken
Chicken Cream for Two,1958-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1958-01-01,3114,147.0,SteakSeafood
"Steak Minute, Fifth Avenue",1958-01-01,3709,135.0,SteakSeafood
Hamburger Steak,1958-01-01,7303,17.0,Steak
Chicken Pot Pie,1958-01-01,5793,59.0,Chicken
Chicken Noodle,1958-01-01,2856,153.0,Chicken
Broiled Striped Bass,1958-01-01,3109,148.0,Seafood
Chicken Bologne,1958-01-01,3692,136.0,Chicken
Brazzlian steak and seafood,1958-01-01,5853,54.0,SteakSeafood
Lobster and Steak,1958-01-01,3184,145.0,SteakSeafood
Caviar Sandwich,1958-01-01,1652,172.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1958-01-01,3884,127.0,Seafood
"Chicken Broth, Bellevue Per Cup",1958-01-01,7137,20.0,Chicken
Lobster Cream with Whole Chicken,1958-01-01,4763,93.0,SteakChickenSeafood
Broiled Sirloin Steak,1958-01-01,3523,141.0,Steak
"Lobster, Newburg",1958-01-01,4420,108.0,SteakSeafood
Crab Meat Cocktail,1958-01-01,5807,58.0,SteakSeafood
Bebinca,1958-01-01,4912,84.0,
Healy's Special Individual Chicken Pie,1958-01-01,5957,50.0,Chicken
Lobster Mayonnaise,1958-01-01,5737,62.0,Seafood
Crab Legs,1958-01-01,7189,19.0,Seafood
Chicken A La King with Clams,1958-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1958-01-01,6088,47.0,Steak
Cream of Mushroom with Chicken and Mussels App,1958-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1958-01-01,4351,111.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1958-01-01,7729,12.0,SeafoodChicken
"Salad, Lobster",1958-01-01,6285,43.0,Seafood
Half Chicken,1958-01-01,6565,31.0,Chicken
Half Broiled Chicken,1958-01-01,6850,26.0,Chicken
Fresh Caviar,1958-01-01,7007,21.0,Seafood
Chicken A La Maryland,1958-01-01,6476,37.0,Chicken
Little Neck Clams,1958-01-01,8490,2.0,Seafood
Blue Point Oysters,1958-01-01,3670,138.0,SteakSeafood
Extra Sirloin Steak,1958-01-01,1727,169.0,Steak
Small Steak,1958-01-01,1727,170.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1958-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1958-01-01,4184,119.0,Chicken
Healey's Special Individual Chicken Pie,1958-01-01,3514,142.0,SteakSeafood
Pan Roast Oysters,1958-01-01,7372,15.0,Seafood
Fresh Lobster Cocktail and Steak,1958-01-01,5177,76.0,SteakSeafood
Broiled Squab Chicken (half),1958-01-01,6145,46.0,Chicken
Steak and Oyster Cream,1958-01-01,1419,174.0,SteakSeafood
Deviled Lobster,1958-01-01,4086,121.0,SteakSeafood
Bordeaux Sardines,1958-01-01,6843,27.0,Seafood
Chicken Cream,1958-01-01,4760,94.0,Chicken
Chicken Noodle Soup,1958-01-01,4747,95.0,Chicken
Chicken Halibut Steak,1958-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1958-01-01,4795,90.0,SteakSeafood
Salman Steak,1958-01-01,6501,34.0,SteakSeafood
Boneless Catfish Fillet,1958-01-01,3615,139.0,SteakSeafood
Chicken Broth,1958-01-01,8292,5.0,Chicken
Canape De Caviar,1958-01-01,4498,101.0,Seafood
Mackeral Steak,1958-01-01,5180,75.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1958-01-01,1419,175.0,SeafoodChicken
Chicken Nachos,1958-01-01,6917,23.0,Chicken
Chicken Salad Wrap,1958-01-01,6873,25.0,Chicken
Omelette,1958-01-01,3905,126.0,
Ambassador Cup,1958-01-01,5010,82.0,Seafood
Halibut Steak for Two,1958-01-01,4007,125.0,SteakSeafood
Boneless Sardines,1958-01-01,5255,70.0,Seafood
Pancakes,1958-01-01,1914,164.0,
Steak and Lobster,1958-01-01,3726,134.0,SteakSeafood
Venison Steak,1958-01-01,2979,152.0,Steak
Codfish with Mushroom Soup,1958-01-01,4509,99.0,SteakSeafood
Lobster Cocktail,1958-01-01,7997,9.0,Seafood
Tenderloin Steak,1958-01-01,9625,1.0,Steak
Clam Chowder and Halibut Steak,1958-01-01,3549,140.0,SteakSeafood
Chicken Liver,1958-01-01,6547,32.0,Chicken
"Crab meat with Lettuce, Special Dressing",1958-01-01,6758,29.0,Seafood
Squab Chicken,1958-01-01,8313,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1958-01-01,4274,116.0,SeafoodChicken
Clam Stew with Milk,1958-01-01,5232,72.0,Seafood
Halibut Steak with Wings,1958-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1958-01-01,4343,113.0,SeafoodChicken
Cold Lobster,1958-01-01,3692,137.0,Seafood
Soft Drink,1958-01-01,3835,130.0,
Steamed Hard Clams,1958-01-01,4350,112.0,SteakSeafood
Squab Chicken and Malossol Caviar,1958-01-01,2376,159.0,SteakSeafood
Crab Meat,1959-01-01,5990,50.0,Seafood
Chicken Ferrego,1959-01-01,4457,105.0,Chicken
Family Halibut Delight,1959-01-01,5909,53.0,SteakSeafood
Yum Yum Chicken,1959-01-01,4289,115.0,Chicken
Steak and Crab,1959-01-01,2504,158.0,SteakSeafood
"Beefsteak, Broiled",1959-01-01,1940,163.0,Steak
Salmon Steak with Chicken Wings,1959-01-01,6084,48.0,SeafoodChicken
Chicken Fajita,1959-01-01,5684,63.0,Chicken
Fusilli with Octopus,1959-01-01,5849,56.0,SteakChickenSeafood
Strip bacon with Chicken,1959-01-01,6436,39.0,Chicken
Chicken Fried Steak Sandwich,1959-01-01,5403,68.0,Chicken
Oyster Pan Roast,1959-01-01,5948,52.0,Seafood
Cream of Trout,1959-01-01,6823,28.0,Seafood
Tenderloin Steak with Mushrooms,1959-01-01,2805,154.0,Steak
Chicken Fajita and Salad,1959-01-01,6933,23.0,Chicken
Chicken Curry,1959-01-01,7298,18.0,Chicken
Sirloin Steak with Mushrooms,1959-01-01,1727,167.0,Steak
Halibut Steak,1959-01-01,3084,149.0,SteakSeafood
Escargo,1959-01-01,1827,166.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1959-01-01,5630,64.0,SeafoodChicken
Soft Drink with Chicken,1959-01-01,5076,78.0,Chicken
"Cream of Eye, Catfish",1959-01-01,2038,162.0,SteakSeafood
Clam Chowder,1959-01-01,8493,3.0,SeafoodChicken
Trout Milk,1959-01-01,3114,147.0,Seafood
Half Pound Wings,1959-01-01,5070,80.0,Chicken
Fried Scallops,1959-01-01,4333,114.0,SteakSeafood
Seabass Beer and Steak,1959-01-01,2286,160.0,SteakSeafood
Crab Meat Salad,1959-01-01,3758,134.0,SteakSeafood
Sushi,1959-01-01,3020,151.0,Seafood
Milk Fed Chicken,1959-01-01,5497,65.0,SteakSeafood
Porterhouse Steak,1959-01-01,7576,14.0,Steak
Stripped Bass,1959-01-01,3899,130.0,SteakSeafood
Broiled Oysters,1959-01-01,4108,122.0,SteakSeafood
"Half n half, lobster and chicken special",1959-01-01,7412,15.0,SeafoodChicken
Clams,1959-01-01,7579,13.0,Seafood
"Chicken Soup, Lobster Dinner",1959-01-01,6513,36.0,SeafoodChicken
Crab Flake Salad,1959-01-01,2144,161.0,SteakSeafood
Cold Brew,1959-01-01,3950,127.0,
Latte,1959-01-01,4903,86.0,
Bone Sirloin Steak,1959-01-01,4407,109.0,Steak
Machiatto,1959-01-01,5061,81.0,
Omelette With Chicken Livers,1959-01-01,5041,82.0,Chicken
Salisbury Steak,1959-01-01,4930,84.0,Steak
Chicken Mayonnaise,1959-01-01,4423,108.0,Chicken
Adam's Brew,1959-01-01,5996,49.0,
Chicken Fricassee,1959-01-01,6180,44.0,Chicken
"Halibut House, Picanhe Steak",1959-01-01,4979,83.0,SteakSeafood
Reindeer Steak,1959-01-01,1652,172.0,Steak
Beef Steak,1959-01-01,6307,42.0,Steak
Nova Scotia Lox and Scrambled Eggs,1959-01-01,6972,22.0,SeafoodChicken
Party Size Mussels and Shrimp,1959-01-01,6373,41.0,SteakSeafood
"Steak, Gerostet",1959-01-01,4824,89.0,Steak
Cream,1959-01-01,4407,110.0,SteakSeafood
Chicken Teriyaki,1959-01-01,4889,88.0,Chicken
Ginger Ale,1959-01-01,3423,143.0,
Clam Stew,1959-01-01,3837,133.0,SteakSeafood
Cream Soup with Fish,1959-01-01,1727,168.0,SteakChickenSeafood
Chicken Fried,1959-01-01,5787,60.0,Chicken
Chicken Sandwich,1959-01-01,8126,7.0,Chicken
Smoked Salmon and Pulled Beef,1959-01-01,4793,92.0,SteakSeafood
Roast Chicken,1959-01-01,4250,117.0,Chicken
Chicken And Ham Pie,1959-01-01,8109,8.0,Chicken
Imported Sardines,1959-01-01,5762,62.0,SteakSeafood
Chicken Okra Soup,1959-01-01,5212,75.0,Chicken
Rump Steak,1959-01-01,1857,165.0,Steak
Sirloin Steak for 2,1959-01-01,5123,77.0,Steak
Shashimi,1959-01-01,5262,72.0,SteakSeafood
Boneless Catfish Fillet for two,1959-01-01,4551,98.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1959-01-01,3042,150.0,SeafoodChicken
Minute Steak,1959-01-01,4117,121.0,Steak
Cola,1959-01-01,1472,173.0,
Steak Minute,1959-01-01,5293,70.0,Steak
Chicken Parmesan,1959-01-01,5382,69.0,Chicken
Wings and Beer Deal,1959-01-01,4891,87.0,Chicken
Clam Chowder and bread,1959-01-01,7818,11.0,Seafood
Fried Oyster Crabs,1959-01-01,6580,31.0,Seafood
Cape Cod Oysters,1959-01-01,7881,10.0,Seafood
Trout Saute,1959-01-01,5426,67.0,Seafood
Sliced Chicken Sandwich,1959-01-01,6713,30.0,Chicken
Clam Fry,1959-01-01,6445,38.0,Seafood
Roast Chicken,1959-01-01,8278,6.0,Chicken
Ham Steak,1959-01-01,4040,124.0,Steak
Imported Caviar,1959-01-01,6434,40.0,Seafood
Broiled Hamburg Chicken,1959-01-01,4213,118.0,Seafood
Clam Broth in Cup,1959-01-01,5863,54.0,Seafood
Salmon Steak,1959-01-01,4551,99.0,SteakSeafood
Surf and Turf,1959-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1959-01-01,6165,45.0,Seafood
Plaintain,1959-01-01,4481,104.0,
Fresh Beluga Caviar,1959-01-01,6524,35.0,Seafood
Canape Caviar,1959-01-01,4669,96.0,Seafood
